"Ad Set Name",Day,"Ad Set ID","Delivery Status","Delivery Level","Relevance Score","Campaign Name","CPM (Cost per 1,000 Impressions)",Reach,Impressions,"CTR (Link Click-Through Rate)","CPC (Cost per Link Click)","Amount Spent (USD)","Result Type","Cost per Result","Landing Page Views","Adds to Cart","Website Adds to Cart","Checkouts Initiated","Website Checkouts Initiated","Adds of Payment Info","Website Adds of Payment Info","Link Clicks","Website Purchases","Website Purchases Conversion Value","Website Purchase ROAS (Return on Ad Spend)","Reporting Starts","Reporting Ends"
"SG_shopping_1113 - ahaold - Copy 4",2018-11-25,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.69746215,8500,8984,1.4247551202137,0.47007813,60.17,"Website Purchases",60.17,111,22,22,16,16,1,1,128,1,49,0.81435932,2018-11-25,2018-11-25
"SG_shopping_1113 - ahaold - Copy 4",2018-11-26,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.07228664,9044,9573,1.1490650788676,0.52845455,58.13,"Website Purchases",58.13,87,8,8,4,4,1,1,110,1,49,0.84293824,2018-11-26,2018-11-26
"SG_shopping_1113 - ahaold - Copy 4",2018-11-23,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.72313762,8133,8618,1.6361104664655,0.41092199,57.94,"Website Purchases",19.313333333333,114,18,18,19,19,3,3,141,3,147,2.53710735,2018-11-23,2018-11-23
"SG_shopping_1113 - ahaold - Copy 4",2018-11-24,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,8.67887409,6250,6608,1.9824455205811,0.43778626,57.35,"Website Purchases",11.47,103,18,18,18,18,3,3,131,5,245,4.27201395,2018-11-24,2018-11-24
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-21,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,6.25547354,7905,7993,0.97585387213812,0.64102564,50,"Website Purchases",,63,12,12,9,9,,,78,,,,2018-11-21,2018-11-21
"EUgood_indie2%_only_1130 - aha1",2018-12-01,23843066303410116,active,adset,,ERL2-shopify-1130-EUtest,5.95742122,8314,8314,2.189078662497,0.27214286,49.53,"Website Purchases",49.53,132,10,10,5,5,1,1,182,1,49,0.98929941,2018-12-01,2018-12-01
"SG_shopping_1113 - ahaold - Copy 4",2018-11-22,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,4.98079518,9339,9633,1.1938129347036,0.41721739,47.98,"Website Purchases",11.995,99,19,19,17,17,4,4,115,4,196,4.08503543,2018-11-22,2018-11-22
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-23,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,10.34982175,4152,4488,2.517825311943,0.41106195,46.45,"Website Purchases",46.45,93,22,22,18,18,1,1,113,1,147,3.16469322,2018-11-23,2018-11-23
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-22,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.28544483,5995,6362,1.6661427224143,0.43726415,46.35,"Website Purchases",,86,14,14,9,9,,,106,,,,2018-11-22,2018-11-22
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-24,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,10.4663799,4152,4417,2.3092596785148,0.45323529,46.23,"Website Purchases",15.41,88,16,16,13,13,1,1,102,3,147,3.17975341,2018-11-24,2018-11-24
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-20,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,6.03717367,6783,7048,1.177639046538,0.5126506,42.55,"Website Purchases",42.55,68,9,9,9,9,,,83,1,49,1.15158637,2018-11-20,2018-11-20
US_indie1%_1023-land2-copy,2018-11-11,23843001730820116,inactive,adset,,ERL2-shopify-1023-USbasicopy,15.2559727,2531,2637,3.9438756162306,0.38682692,40.23,"Website Purchases",,87,3,3,3,3,,,104,,,,2018-11-11,2018-11-11
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-14,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,6.57401316,5809,6080,1.6118421052632,0.40785714,39.97,"Website Purchases",9.9925,88,21,21,18,18,3,3,98,4,196,4.90367776,2018-11-14,2018-11-14
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-15,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.2199095,5342,5525,1.5746606334842,0.45850575,39.89,"Website Purchases",,72,9,9,8,8,,,87,,,,2018-11-15,2018-11-15
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-25,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,8.32532888,4548,4789,1.9419503027772,0.42870968,39.87,"Website Purchases",39.87,74,10,10,7,7,1,1,93,1,49,1.22899423,2018-11-25,2018-11-25
"EUgood_ERLpurchase1%_only_1130 - aha1",2018-12-01,23843066303860116,active,adset,,ERL2-shopify-1130-EUtest,7.51951266,5138,5253,2.2463354273748,0.33474576,39.5,"Website Purchases",39.5,109,7,7,3,3,1,1,118,1,49,1.24050633,2018-12-01,2018-12-01
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-26,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.64915053,4841,5062,1.5408929276966,0.49641026,38.72,"Website Purchases",,63,6,6,3,3,,,78,,,,2018-11-26,2018-11-26
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-16,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.29123468,5004,5305,1.6211121583412,0.44976744,38.68,"Website Purchases",38.68,69,12,12,9,9,1,1,86,1,49,1.26680455,2018-11-16,2018-11-16
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-13,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,5.73529412,6124,6528,1.2867647058824,0.44571429,37.44,"Website Purchases",12.48,71,14,14,12,12,3,3,84,3,147,3.92628205,2018-11-13,2018-11-13
US_ERLpurchase3%_1120-ahaold,2018-11-22,23843051910740116,inactive,adset,,ERL2-shopify-1119-Lookalike3%-test,11.56713956,2957,3031,2.5734081161333,0.44948718,35.06,"Website Purchases",35.06,65,3,3,5,5,1,1,78,1,49,1.39760411,2018-11-22,2018-11-22
US_ERLpurchase2%_1113-ahaold,2018-11-30,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,19.07901907,1760,1835,3.5967302452316,0.53045455,35.01,"Website Purchases",,55,2,2,3,3,,,66,,,,2018-11-30,2018-11-30
"SG_shopping_1113 - ahaold - Copy 3",2018-11-21,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,5.94175749,5806,5872,1.0899182561308,0.54515625,34.89,"Website Purchases",34.89,51,8,8,7,7,,,64,1,49,1.40441387,2018-11-21,2018-11-21
"SG_shopping_1113 - ahaold - Copy 3",2018-11-24,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,9.73109244,3385,3570,1.6806722689076,0.579,34.74,"Website Purchases",34.74,52,8,8,8,8,1,1,60,1,49,1.41047784,2018-11-24,2018-11-24
"SG_shopping_1113 - ahaold - Copy 3",2018-11-23,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,8.8346056,3668,3930,1.9847328244275,0.44512821,34.72,"Website Purchases",11.573333333333,71,14,14,11,11,3,3,78,3,147,4.23387097,2018-11-23,2018-11-23
"SG_shopping_1113 - ahaold - Copy 3",2018-11-22,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.15098352,5360,5643,1.7012227538543,0.3615625,34.71,"Website Purchases",,81,21,21,19,19,3,3,96,,,,2018-11-22,2018-11-22
US_ERLpurchase3%_1125-aha,2018-11-29,23843059358330116,active,adset,,ERL2-shopify-1026-UStest,11.27680312,2998,3078,3.9311241065627,0.2868595,34.71,"Website Purchases",17.355,103,4,4,5,5,3,3,121,2,98,2.82339383,2018-11-29,2018-11-29
US_ERLpurchase2%_1113-ahaold,2018-11-22,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,10.35223881,3303,3350,2.0597014925373,0.5026087,34.68,"Website Purchases",34.68,59,2,2,2,2,1,1,69,1,49,1.41291811,2018-11-22,2018-11-22
"US_ERLpurchase1%_1112 - feature - Copy 3",2018-11-23,23843038817100116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,12.08653175,2797,2866,3.4542916957432,0.34989899,34.64,"Website Purchases",,79,6,6,2,2,,,99,,,,2018-11-23,2018-11-23
US_ERLpurchase3%_1125-aha,2018-11-30,23843059358330116,active,adset,,ERL2-shopify-1026-UStest,14.67769296,2291,2358,3.8592027141645,0.38032967,34.61,"Website Purchases",34.61,80,3,3,3,3,,,91,1,49,1.41577579,2018-11-30,2018-11-30
US_ERLpurchase2%_1113-ahaold,2018-11-23,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,9.78506787,3496,3536,1.6685520361991,0.58644068,34.6,"Website Purchases",,53,3,3,,,,,59,,,,2018-11-23,2018-11-23
"US_ERLpurchase1%_1112 - feature - Copy 3",2018-11-22,23843038817100116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,13.2096404,2563,2614,3.5195103289977,0.37532609,34.53,"Website Purchases",34.53,76,10,10,5,5,1,1,92,1,49,1.41905589,2018-11-22,2018-11-22
"SG_shopping_1113 - ahaold - schedule 4",2018-11-15,23843041189620116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.3032752,4545,4702,1.6588685665674,0.44025641,34.34,"Website Purchases",,61,8,8,6,6,,,78,,,,2018-11-15,2018-11-15
US_ERLpurchase3%_1125-aha,2018-12-01,23843059358330116,active,adset,,ERL2-shopify-1026-UStest,23.04172275,1447,1486,5.0471063257066,0.45653333,34.24,"Website Purchases",34.24,62,5,5,3,3,1,1,75,1,49,1.43107477,2018-12-01,2018-12-01
"SG_shopping_1113 - ahaold - Copy 4",2018-11-20,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,5.45454545,5958,6259,1.645630292379,0.33145631,34.14,"Website Purchases",11.38,86,25,25,18,18,3,3,103,3,147,4.30579965,2018-11-20,2018-11-20
US_ERLpurchase2%_1113-ahaold,2018-11-29,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,11.49932615,2908,2968,3.5377358490566,0.32504762,34.13,"Website Purchases",,88,6,6,,,,,105,,,,2018-11-29,2018-11-29
"SG_shopping_1113 - ahaold - schedule 4",2018-11-14,23843041189620116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,6.5133731,4912,5197,1.3469309216856,0.48357143,33.85,"Website Purchases",33.85,62,6,6,6,6,2,2,70,1,49,1.44756278,2018-11-14,2018-11-14
US_ERLpurchase2%_only_1130-aha,2018-12-01,23843066298620116,inactive,adset,,ERL2-shopify-1026-UStest,20.50679852,1561,1618,3.831891223733,0.53516129,33.18,"Website Purchases",,56,3,3,4,4,,,62,,,,2018-12-01,2018-12-01
"SG_shopping_1113 - ahaold - schedule 5",2018-11-14,23843041189650116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,6.01971882,5371,5477,1.4241373014424,0.42269231,32.97,"Website Purchases",,68,6,6,4,4,,,78,,,,2018-11-14,2018-11-14
US_ERLpurchase3%_1125-aha,2018-11-27,23843059358330116,active,adset,,ERL2-shopify-1026-UStest,19.7001224,1590,1634,2.7539779681763,0.71533333,32.19,"Website Purchases",32.19,39,2,2,1,1,,,45,1,94,2.92016154,2018-11-27,2018-11-27
"SG_shopping_1113 - ahaold - Copy 3",2018-11-20,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,5.40353833,5608,5935,1.4827295703454,0.36443182,32.07,"Website Purchases",16.035,74,13,13,9,9,2,2,88,2,98,3.0558154,2018-11-20,2018-11-20
US_ERLpurchase2%_1113-ahaold,2018-11-27,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,22.10964608,1406,1441,3.0534351145038,0.72409091,31.86,"Website Purchases",31.86,39,1,1,1,1,,,44,1,94,2.95040804,2018-11-27,2018-11-27
"SG_shopping_1113 - ahaold - Copy 3",2018-12-01,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,3.78780547,7384,8266,1.0525042342124,0.35988506,31.31,"Website Purchases",,71,8,8,3,3,,,87,,,,2018-12-01,2018-12-01
"SG_shopping_1113 - ahaold - Copy 4",2018-12-01,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,5.34215956,5421,5816,1.4099037138927,0.37890244,31.07,"Website Purchases",10.356666666667,68,10,10,6,6,2,2,82,3,147,4.73125201,2018-12-01,2018-12-01
US_ERLpurchase3%_1125-aha,2018-12-02,23843059358330116,active,adset,,ERL2-shopify-1026-UStest,18.39307049,1611,1674,6.7502986857826,0.27247788,30.79,"Website Purchases",15.395,106,6,6,7,7,4,4,113,2,98,3.18285158,2018-12-02,2018-12-02
"US_ERLpurchase1%_1112 - feature - Copy 3",2018-11-13,23843038817100116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,15.07104361,1997,2041,2.3517883390495,0.64083333,30.76,"Website Purchases",15.38,44,2,2,2,2,1,1,48,2,98,3.18595579,2018-11-13,2018-11-13
"US_ERLpurchase1%_1112 - feature - Copy 3",2018-11-14,23843038817100116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,14.97320994,2004,2053,2.8738431563566,0.52101695,30.74,"Website Purchases",30.74,50,5,5,3,3,,,59,1,49,1.59401431,2018-11-14,2018-11-14
"US_ERLpurchase1%_1112 - feature - Copy 3",2018-11-15,23843038817100116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,11.52835148,2613,2663,2.7412692452122,0.42054795,30.7,"Website Purchases",15.35,59,2,2,2,2,1,1,73,2,98,3.19218241,2018-11-15,2018-11-15
US_ERLpurchase3%_only_1129-aha,2018-11-30,23843065434730116,active,adset,,ERL2-shopify-1026-UStest,16.76180022,1765,1822,2.6344676180022,0.63625,30.54,"Website Purchases",10.18,40,4,4,5,5,3,3,48,3,147,4.81335953,2018-11-30,2018-11-30
"SG_shopping_1113 - ahaold - Copy 4",2018-11-27,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,7.44288873,3894,4071,1.6703512650454,0.44558824,30.3,"Website Purchases",15.15,59,9,9,6,6,2,2,68,2,98,3.23432343,2018-11-27,2018-11-27
"SG_shopping_1113 - ahaold - Copy 3",2018-11-30,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.80386865,4165,4446,1.0346378767431,0.6576087,30.25,"Website Purchases",,37,2,2,2,2,,,46,,,,2018-11-30,2018-11-30
US_ERLpurchase1%_1113-ahaold,2018-11-14,23843041206340116,inactive,adset,,ERL2-shopify-1113-UScopies,12.09451342,2442,2497,3.2438926712054,0.37283951,30.2,"Website Purchases",,66,2,2,,,,,81,,,,2018-11-14,2018-11-14
US_ERLpurchase1%_1113-ahaold,2018-11-15,23843041206360116,inactive,adset,,ERL2-shopify-1113-UScopies,11.4280303,2585,2640,2.9166666666667,0.39181818,30.17,"Website Purchases",30.17,68,11,11,11,11,,,77,1,49,1.62412993,2018-11-15,2018-11-15
US_ERLpurchase2%_1113-ahaold,2018-11-14,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,8.55602837,3407,3525,2.0992907801418,0.40756757,30.16,"Website Purchases",15.08,61,7,7,4,4,1,1,74,2,98,3.24933687,2018-11-14,2018-11-14
"SG_shopping_1113 - ahaold - Copy 3",2018-11-25,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,7.13778409,4100,4224,2.1070075757576,0.33876404,30.15,"Website Purchases",15.075,74,9,9,8,8,2,2,89,2,98,3.25041459,2018-11-25,2018-11-25
US_ERLpurchase1%_1113-ahaold,2018-11-14,23843041206360116,inactive,adset,,ERL2-shopify-1113-UScopies,10.66572238,2753,2824,2.514164305949,0.42422535,30.12,"Website Purchases",15.06,61,5,5,5,5,1,1,71,2,98,3.25365206,2018-11-14,2018-11-14
US_ERLpurchase2%_1113-ahaold,2018-11-15,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,10.15862302,2910,2963,2.46371920351,0.41232877,30.1,"Website Purchases",30.1,57,4,4,5,5,1,1,73,1,49,1.62790698,2018-11-15,2018-11-15
"ID_ERLpurchase1%_1112 - feature",2018-11-14,23843039144140116,inactive,adset,,ERL2-shopify-1029-SouthEastAsia-test,1.20813734,22839,24873,1.5156997547542,0.07970822,30.05,"Website Purchases",30.05,233,24,24,15,15,3,3,377,1,49,1.63061564,2018-11-14,2018-11-14
"SG_shopping_1113 - ahaold - Copy 3",2018-11-27,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.57330416,4315,4570,1.4004376367615,0.469375,30.04,"Website Purchases",30.04,58,6,6,4,4,1,1,64,1,49,1.63115846,2018-11-27,2018-11-27
US_ERLpurchase3%_only_1129-aha,2018-12-02,23843065434730116,active,adset,,ERL2-shopify-1026-UStest,16.76536313,1737,1790,4.6368715083799,0.36156627,30.01,"Website Purchases",30.01,72,2,2,1,1,1,1,83,1,49,1.63278907,2018-12-02,2018-12-02
"SG_shopping_1113 - ahaold - Copy 4",2018-11-30,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.82221716,4146,4393,1.2747552925108,0.53517857,29.97,"Website Purchases",29.97,47,5,5,3,3,,,56,1,49,1.6349683,2018-11-30,2018-11-30
"SG_shopping_1113 - ahaold - Copy 3",2018-11-28,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,5.77279753,4912,5176,1.1785162287481,0.48983607,29.88,"Website Purchases",29.88,52,5,5,6,6,1,1,61,1,49,1.6398929,2018-11-28,2018-11-28
"SG_shopping_1113 - ahaold - Copy 4",2018-11-14,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.19551681,4572,4818,1.4528850145289,0.42642857,29.85,"Website Purchases",29.85,58,8,8,7,7,1,1,70,1,49,1.64154104,2018-11-14,2018-11-14
"EUgood_ERLpurchase1%_only_1130 - aha1",2018-12-02,23843066303860116,active,adset,,ERL2-shopify-1130-EUtest,7.39162745,3880,4037,2.9725043349022,0.24866667,29.84,"Website Purchases",9.9466666666667,102,5,5,4,4,2,2,120,3,192,6.43431635,2018-12-02,2018-12-02
US_ERLpurchase2%_1113-ahaold,2018-11-25,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,15.6155055,1867,1909,3.7716081718177,0.41402778,29.81,"Website Purchases",14.905,59,6,6,3,3,2,2,72,2,98,3.28748742,2018-11-25,2018-11-25
"SG_shopping_1113 - ahaold - Copy 3",2018-11-14,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,5.75798645,4934,5165,1.0067763794773,0.57192308,29.74,"Website Purchases",29.74,44,8,8,8,8,1,1,52,1,49,1.64761264,2018-11-14,2018-11-14
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-17,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.72066459,3703,3852,1.5316718587747,0.5040678,29.74,"Website Purchases",29.74,47,11,11,8,8,,,59,1,49,1.64761264,2018-11-17,2018-11-17
"US_ERLpurchase1%_1112 - feature - Copy 3",2018-11-16,23843038817100116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,12.30832988,2377,2413,2.8595109821799,0.43043478,29.7,"Website Purchases",,55,3,3,1,1,,,69,,,,2018-11-16,2018-11-16
"SG_shopping_1113 - ahaold - Copy 4",2018-11-15,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,7.81909283,3623,3792,1.3976793248945,0.55943396,29.65,"Website Purchases",14.825,44,3,3,3,3,1,1,53,2,98,3.30522766,2018-11-15,2018-11-15
"SG_shopping_1113 - ahaold - Copy 3",2018-11-15,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,7.64645161,3665,3875,2.1677419354839,0.3527381,29.63,"Website Purchases",14.815,70,9,9,8,8,1,1,84,2,98,3.30745866,2018-11-15,2018-11-15
"SG_shopping_1113 - ahaold - Copy 4",2018-12-02,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.28424658,4382,4672,1.6909246575342,0.37164557,29.36,"Website Purchases",29.36,72,4,4,2,2,1,1,79,1,49,1.66893733,2018-12-02,2018-12-02
"SG_shopping_1113 - ahaold - Copy 4",2018-11-28,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.10763454,4564,4794,1.0846891948269,0.56307692,29.28,"Website Purchases",29.28,47,3,3,3,3,1,1,52,1,49,1.67349727,2018-11-28,2018-11-28
US_ERLpurchase1%_1113-ahaold,2018-11-16,23843041206360116,inactive,adset,,ERL2-shopify-1113-UScopies,11.57623762,2471,2525,2.5346534653465,0.45671875,29.23,"Website Purchases",29.23,56,3,3,2,2,1,1,64,1,49,1.6763599,2018-11-16,2018-11-16
"SG_shopping_1113 - ahaold - Copy 3",2018-11-26,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.41617227,4368,4551,1.6699626455724,0.38421053,29.2,"Website Purchases",14.6,69,5,5,6,6,1,1,76,2,143,4.89726027,2018-11-26,2018-11-26
"SG_shopping_1113 - ahaold - Copy 3",2018-11-29,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,6.32617653,4346,4611,1.3662979830839,0.46301587,29.17,"Website Purchases",14.585,53,7,7,4,4,2,2,63,2,98,3.35961604,2018-11-29,2018-11-29
US_ERLpurchase3%_1125-aha,2018-12-03,23843059358330116,active,adset,,ERL2-shopify-1026-UStest,17.7852349,1550,1639,5.1250762660159,0.34702381,29.15,"Website Purchases",9.7166666666667,81,4,4,4,4,3,3,84,3,147,5.04288165,2018-12-03,2018-12-03
US_ERLpurchase2%_1113-ahaold,2018-11-16,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,11.14340344,2561,2615,2.6003824091778,0.42852941,29.14,"Website Purchases",29.14,48,5,5,3,3,1,1,68,1,49,1.68153741,2018-11-16,2018-11-16
